unit_id	artifact	family	json_pointer	unit_kind	authored_identity	loader	runtime_producer	player_consumer	current_reachability	executable_witness	failure_or_limit	verdict	authority_route
balance/catalogs/phase0.json#/upgrades/3/cost	balance/catalogs/phase0.json	economy	/upgrades/3/cost	nested_object	object:/upgrades/3/cost	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/3/window	balance/catalogs/phase0.json	economy	/upgrades/3/window	nested_object	object:/upgrades/3/window	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/3/requires/0	balance/catalogs/phase0.json	economy	/upgrades/3/requires/0	object_record	resource_id:company.cash	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/3/effects/0	balance/catalogs/phase0.json	economy	/upgrades/3/effects/0	object_record	source_id:upgrade.hold_music_license.factor	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/3/roles/0	balance/catalogs/phase0.json	economy	/upgrades/3/roles/0	primitive_edge	"synergy_feed"	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/4	balance/catalogs/phase0.json	economy	/upgrades/4	object_record	upgrade.nephew_business_cards	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/4/cost	balance/catalogs/phase0.json	economy	/upgrades/4/cost	nested_object	object:/upgrades/4/cost	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/4/window	balance/catalogs/phase0.json	economy	/upgrades/4/window	nested_object	object:/upgrades/4/window	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/4/requires/0	balance/catalogs/phase0.json	economy	/upgrades/4/requires/0	object_record	resource_id:company.cash	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/4/effects/0	balance/catalogs/phase0.json	economy	/upgrades/4/effects/0	object_record	source_id:upgrade.nephew_business_cards.factor	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/4/roles/0	balance/catalogs/phase0.json	economy	/upgrades/4/roles/0	primitive_edge	"synergy_feed"	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/5	balance/catalogs/phase0.json	economy	/upgrades/5	object_record	upgrade.rack_rail_standardization	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/5/cost	balance/catalogs/phase0.json	economy	/upgrades/5/cost	nested_object	object:/upgrades/5/cost	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/5/window	balance/catalogs/phase0.json	economy	/upgrades/5/window	nested_object	object:/upgrades/5/window	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/5/requires/0	balance/catalogs/phase0.json	economy	/upgrades/5/requires/0	object_record	resource_id:company.cash	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/5/effects/0	balance/catalogs/phase0.json	economy	/upgrades/5/effects/0	object_record	source_id:upgrade.rack_rail_standardization.factor	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/5/roles/0	balance/catalogs/phase0.json	economy	/upgrades/5/roles/0	primitive_edge	"synergy_feed"	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/6	balance/catalogs/phase0.json	economy	/upgrades/6	object_record	upgrade.crt_degauss_button	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/6/cost	balance/catalogs/phase0.json	economy	/upgrades/6/cost	nested_object	object:/upgrades/6/cost	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/6/window	balance/catalogs/phase0.json	economy	/upgrades/6/window	nested_object	object:/upgrades/6/window	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/6/requires/0	balance/catalogs/phase0.json	economy	/upgrades/6/requires/0	object_record	resource_id:company.cash	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/6/effects/0	balance/catalogs/phase0.json	economy	/upgrades/6/effects/0	object_record	source_id:upgrade.crt_degauss_button.factor	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/6/roles/0	balance/catalogs/phase0.json	economy	/upgrades/6/roles/0	primitive_edge	"synergy_feed"	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/7	balance/catalogs/phase0.json	economy	/upgrades/7	object_record	upgrade.employee_handbook_v0	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/7/cost	balance/catalogs/phase0.json	economy	/upgrades/7/cost	nested_object	object:/upgrades/7/cost	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/7/window	balance/catalogs/phase0.json	economy	/upgrades/7/window	nested_object	object:/upgrades/7/window	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/7/requires/0	balance/catalogs/phase0.json	economy	/upgrades/7/requires/0	object_record	resource_id:company.cash	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/7/effects/0	balance/catalogs/phase0.json	economy	/upgrades/7/effects/0	object_record	source_id:upgrade.employee_handbook_v0.factor	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/7/roles/0	balance/catalogs/phase0.json	economy	/upgrades/7/roles/0	primitive_edge	"synergy_feed"	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/8	balance/catalogs/phase0.json	economy	/upgrades/8	object_record	upgrade.refurbished_sticker	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/8/cost	balance/catalogs/phase0.json	economy	/upgrades/8/cost	nested_object	object:/upgrades/8/cost	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/8/window	balance/catalogs/phase0.json	economy	/upgrades/8/window	nested_object	object:/upgrades/8/window	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/8/requires/0	balance/catalogs/phase0.json	economy	/upgrades/8/requires/0	object_record	resource_id:company.cash	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/8/effects/0	balance/catalogs/phase0.json	economy	/upgrades/8/effects/0	object_record	source_id:upgrade.refurbished_sticker.factor	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/8/roles/0	balance/catalogs/phase0.json	economy	/upgrades/8/roles/0	primitive_edge	"synergy_feed"	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/9	balance/catalogs/phase0.json	economy	/upgrades/9	object_record	upgrade.institutional_memory	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/9/cost	balance/catalogs/phase0.json	economy	/upgrades/9/cost	nested_object	object:/upgrades/9/cost	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/9/window	balance/catalogs/phase0.json	economy	/upgrades/9/window	nested_object	object:/upgrades/9/window	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/9/requires/0	balance/catalogs/phase0.json	economy	/upgrades/9/requires/0	object_record	resource_id:company.cash	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/9/effects/0	balance/catalogs/phase0.json	economy	/upgrades/9/effects/0	object_record	source_id:upgrade.institutional_memory.factor	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/upgrades/9/roles/0	balance/catalogs/phase0.json	economy	/upgrades/9/roles/0	primitive_edge	"synergy_feed"	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/0	balance/catalogs/phase0.json	economy	/synergy_pools/0	object_record	pool.operational_excellence	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/0/sources/0	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/0	object_record	object:/synergy_pools/0/sources/0	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/0/sources/1	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/1	object_record	object:/synergy_pools/0/sources/1	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/0/sources/2	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/2	object_record	object:/synergy_pools/0/sources/2	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/0/sources/3	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/3	object_record	object:/synergy_pools/0/sources/3	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/0/sources/4	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/4	object_record	object:/synergy_pools/0/sources/4	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/0/sources/5	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/5	object_record	object:/synergy_pools/0/sources/5	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/0/sources/6	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/6	object_record	object:/synergy_pools/0/sources/6	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/1	balance/catalogs/phase0.json	economy	/synergy_pools/1	object_record	pool.institutional_knowledge	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/1/sources/0	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/0	object_record	object:/synergy_pools/1/sources/0	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/1/sources/1	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/1	object_record	object:/synergy_pools/1/sources/1	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/1/sources/2	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/2	object_record	object:/synergy_pools/1/sources/2	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/1/sources/3	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/3	object_record	object:/synergy_pools/1/sources/3	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/1/sources/4	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/4	object_record	object:/synergy_pools/1/sources/4	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/1/sources/5	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/5	object_record	object:/synergy_pools/1/sources/5	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/1/sources/6	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/6	object_record	object:/synergy_pools/1/sources/6	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/synergy_pools/1/sources/7	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/7	object_record	object:/synergy_pools/1/sources/7	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/provision_tick_ms	balance/catalogs/phase0.json	economy	/provision_tick_ms	root_policy_field	60000	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/manual_actions/0	balance/catalogs/phase0.json	economy	/manual_actions/0	object_record	manual.click	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/manual_actions/0/output	balance/catalogs/phase0.json	economy	/manual_actions/0/output	nested_object	resource_id:company.cash	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	mounted Game UI Desk projection	real producer and mounted consumer exist separately	cold T0-T1 server first-hour plus current-data Game UI fixtures	No row-discriminating composed browser gameplay transition; browser proof stops at Desk	partial_mounted	Game UI AC1 body reconciliation plus accepted content/UI successor
balance/catalogs/phase0.json#/multiplier_sources/0	balance/catalogs/phase0.json	economy	/multiplier_sources/0	object_record	active.building.generator.beige_tower	epochseed/replaycatalog + strict economy catalog	authoritative production/economy transitions	none mounted for the provider-specific opportunity/Commons/Fiscal/faction path	backend multiplier/provider contract active outside the mounted default workflow	cold provider binding/production tests	No mounted provider workflow or integrated effect witness	backend_active	Game UI AC1 body reconciliation plus accepted content/UI successor
