key	source_catalog	source_label	params	tone	current_orphan_report	mounted_literal_sites	mounted_dynamic_sites	deploy_artifact_refs	go_producer_refs	other_catalog_refs	test_tool_refs	workflow	verdict	evidence_limit
generator.beige_tower.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:5	balance/testdata/t0-t1/presentation-v1.json:5;balance/testdata/t0-t1/presentation-v2.json:5;balance/testdata/t0-t1/presentation-v3.json:5	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.beige_tower_v2.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:6	balance/testdata/t0-t1/presentation-v1.json:6;balance/testdata/t0-t1/presentation-v2.json:6;balance/testdata/t0-t1/presentation-v3.json:6	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.beige_tower_v2.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:6	balance/testdata/t0-t1/presentation-v1.json:6;balance/testdata/t0-t1/presentation-v2.json:6;balance/testdata/t0-t1/presentation-v3.json:6	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.crt_wall.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:7	balance/testdata/t0-t1/presentation-v1.json:7;balance/testdata/t0-t1/presentation-v2.json:7;balance/testdata/t0-t1/presentation-v3.json:7	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.crt_wall.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:7	balance/testdata/t0-t1/presentation-v1.json:7;balance/testdata/t0-t1/presentation-v2.json:7;balance/testdata/t0-t1/presentation-v3.json:7	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.dot_matrix_queue.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:8	balance/testdata/t0-t1/presentation-v1.json:8;balance/testdata/t0-t1/presentation-v2.json:8;balance/testdata/t0-t1/presentation-v3.json:8	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.dot_matrix_queue.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:8	balance/testdata/t0-t1/presentation-v1.json:8;balance/testdata/t0-t1/presentation-v2.json:8;balance/testdata/t0-t1/presentation-v3.json:8	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.first_hire.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:9	balance/testdata/t0-t1/presentation-v1.json:9;balance/testdata/t0-t1/presentation-v2.json:9;balance/testdata/t0-t1/presentation-v3.json:9	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.first_hire.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:9	balance/testdata/t0-t1/presentation-v1.json:9;balance/testdata/t0-t1/presentation-v2.json:9;balance/testdata/t0-t1/presentation-v3.json:9	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.garage_rack.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:10	balance/testdata/t0-t1/presentation-v1.json:10;balance/testdata/t0-t1/presentation-v2.json:10;balance/testdata/t0-t1/presentation-v3.json:10	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.garage_rack.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:10	balance/testdata/t0-t1/presentation-v1.json:10;balance/testdata/t0-t1/presentation-v2.json:10;balance/testdata/t0-t1/presentation-v3.json:10	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.legal_dept.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:11	balance/testdata/t0-t1/presentation-v1.json:11;balance/testdata/t0-t1/presentation-v2.json:11;balance/testdata/t0-t1/presentation-v3.json:11	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.legal_dept.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:11	balance/testdata/t0-t1/presentation-v1.json:11;balance/testdata/t0-t1/presentation-v2.json:11;balance/testdata/t0-t1/presentation-v3.json:11	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.nephew_intern.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:12	balance/testdata/t0-t1/presentation-v1.json:12;balance/testdata/t0-t1/presentation-v2.json:12;balance/testdata/t0-t1/presentation-v3.json:12	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
generator.nephew_intern.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk generator binding@client/src/game-ui/GameUIApp.svelte:273	-	-	presentation:client/src/game-ui/presentation.generated.json:12	balance/testdata/t0-t1/presentation-v1.json:12;balance/testdata/t0-t1/presentation-v2.json:12;balance/testdata/t0-t1/presentation-v3.json:12	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
incorporate.bootstrapper	copy/catalog/phase0.json	phase0	-	corporate	referenced	-	-	factions@balance/factions/phase0.json:12	-	-	balance/testdata/epoch5/factions.json:12	deploy-current factions	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
incorporate.enterprise	copy/catalog/phase0.json	phase0	-	corporate	referenced	-	-	factions@balance/factions/phase0.json:36	-	-	balance/testdata/epoch5/factions.json:36	deploy-current factions	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
incorporate.open_source	copy/catalog/phase0.json	phase0	-	corporate	referenced	-	-	factions@balance/factions/phase0.json:28	-	-	balance/testdata/epoch5/factions.json:28	deploy-current factions	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
incorporate.vc_funded	copy/catalog/phase0.json	phase0	-	corporate	referenced	-	-	factions@balance/factions/phase0.json:20	-	-	balance/testdata/epoch5/factions.json:20	deploy-current factions	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
manual.click.description	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk manual binding@client/src/game-ui/GameUIApp.svelte:252	-	-	presentation:client/src/game-ui/presentation.generated.json:27	balance/testdata/t0-t1/presentation-v1.json:27;balance/testdata/t0-t1/presentation-v2.json:27;balance/testdata/t0-t1/presentation-v3.json:27	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
manual.click.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	-	Desk manual binding@client/src/game-ui/GameUIApp.svelte:251	-	-	presentation:client/src/game-ui/presentation.generated.json:27	balance/testdata/t0-t1/presentation-v1.json:27;balance/testdata/t0-t1/presentation-v2.json:27;balance/testdata/t0-t1/presentation-v3.json:27	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
pitch.card.api_call	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:20	balance/testdata/pitch-v1.json:20	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.beta_invite	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:21	balance/testdata/pitch-v1.json:21	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.cache_hit	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:22	balance/testdata/pitch-v1.json:22	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.demo_day	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:23	balance/testdata/pitch-v1.json:23	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.newsletter	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:24	balance/testdata/pitch-v1.json:24	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.page_views	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:25	balance/testdata/pitch-v1.json:25	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.patch_release	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:26	balance/testdata/pitch-v1.json:26	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.press_mention	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:27	balance/testdata/pitch-v1.json:27	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.referral_loop	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:28	balance/testdata/pitch-v1.json:28	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.testimonial	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:29	balance/testdata/pitch-v1.json:29	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.uptime_nines	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:30	balance/testdata/pitch-v1.json:30	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.card.users_signup	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:31	balance/testdata/pitch-v1.json:31	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.hack.ab_test	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:34	balance/testdata/pitch-v1.json:34	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.hack.buzzword	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:35	balance/testdata/pitch-v1.json:35	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.hack.dark_pattern	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:36	balance/testdata/pitch-v1.json:36	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.hack.growth_loop	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:37	balance/testdata/pitch-v1.json:37	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.hack.infinite_scroll	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:38	balance/testdata/pitch-v1.json:38	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.hack.pivot	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:39	balance/testdata/pitch-v1.json:39	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.hack.stealth_mode	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:40	balance/testdata/pitch-v1.json:40	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
pitch.hack.synergy_deck	copy/catalog/phase0.json	phase0	-	corporate	orphan	-	-	-	-	unregistered-current:pitch@balance/pitch.json:41	balance/testdata/pitch-v1.json:41	deploy-current pitch	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
resource.company_cash.cap.phase0	copy/catalog/phase0.json	phase0	-	diegetic	referenced	-	Desk Amount resource-cap DTO@client/src/game-ui/GameUIApp.svelte:188;client/src/ui/Amount.svelte:31	economy@balance/catalogs/phase0.json:10	-	-	balance/testdata/epoch5/economy.json:12;balance/testdata/first-content/economy-v3.json:12;balance/testdata/t0-t1/economy-v4.json:10;balance/testdata/valid/permits-economy-candidate-v1.json:12;client/test/game-ui-screens-browser.test.ts:23;client/test/game-ui.test.ts:21;client/test/game-ui.test.ts:43;client/test/shell-browser.test.ts:11;client/test/shell-browser.test.ts:50;client/test/shell-browser.test.ts:52;client/test/shell-browser.test.ts:93;server/account/minigame_api_schema_test.go:76;server/gameui/projector_test.go:71	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
resource.company_permits.cap.phase0	copy/catalog/permits-candidate.json	permits-candidate	-	corporate	referenced	-	Desk Amount resource-cap DTO@client/src/game-ui/GameUIApp.svelte:188;client/src/ui/Amount.svelte:31	economy@balance/catalogs/phase0.json:18	-	-	balance/testdata/first-content/economy-v3.json:23;balance/testdata/t0-t1/economy-v4.json:18;balance/testdata/valid/permits-economy-candidate-v1.json:23;client/test/permits-candidate.test.ts:22;server/production/permits_candidate_test.go:109;server/production/permits_candidate_test.go:33	Game UI/Desk	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
route.registry_first_reordered	copy/catalog/phase0.json	phase0	-	corporate	referenced	-	-	-	compensateRegistryGrant@server/routeprojection/projector.go:247	-	-	backend event/receipt only	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
satire.order_form.confirmation	copy/catalog/game-ui-candidate.json	game-ui-candidate	founder:string,price:string	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:307	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.order_form.heading	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:301	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.order_form.item_full_version	copy/catalog/game-ui-candidate.json	game-ui-candidate	price:string	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:302	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.order_form.item_shipping	copy/catalog/game-ui-candidate.json	game-ui-candidate	price:string	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:303	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.order_form.item_site_license	copy/catalog/game-ui-candidate.json	game-ui-candidate	price:string	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:304	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.order_form.place_order	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:306	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.order_form.small_print	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:308	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.order_form.total	copy/catalog/game-ui-candidate.json	game-ui-candidate	price:string	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:305	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.order_form.window_title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:300	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.readme.body	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:311	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.readme.window_title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:311	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.unregistered.titlebar_frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	day:integer	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:298	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
satire.unregistered.tooltip	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:298	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.offer_sheet.accept	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:319	-	-	-	-	-	Offer Sheet	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.offer_sheet.countdown_frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	remaining:string	corporate	orphan	client/src/game-ui/GameUIApp.svelte:318	-	-	-	-	-	Offer Sheet	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.offer_sheet.countdown_tooltip	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:318	-	-	-	-	-	Offer Sheet	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.offer_sheet.decline	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:320	-	-	-	-	-	Offer Sheet	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.offer_sheet.heading	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:315	-	-	-	-	-	Offer Sheet	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.offer_sheet.preamble	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:315	-	-	-	-	-	Offer Sheet	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.offer_sheet.terms_label	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:315	-	-	-	-	-	Offer Sheet	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.run_end.attended_frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	attended:string	diegetic	orphan	client/src/game-ui/RunEndSurface.svelte:49	-	-	-	-	-	Run End	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.run_end.delta_heading	copy/catalog/game-ui-candidate.json	game-ui-candidate	run_seq:integer	corporate	orphan	client/src/game-ui/RunEndSurface.svelte:56	-	-	-	-	-	Run End	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.run_end.exit_frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	exit_type:string,tier:integer	corporate	orphan	client/src/game-ui/RunEndSurface.svelte:48	-	-	-	-	-	Run End	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.run_end.founder_note	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/RunEndSurface.svelte:54	-	-	-	-	-	Run End	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.run_end.new_route	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	-	-	-	-	-	-	none discovered	unreferenced_candidate	no bounded exact reference found; deletion still requires successor diff review and dynamic-grammar guard
screen.run_end.standard.title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/RunEndSurface.svelte:47	-	-	-	-	-	Run End	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.begin_attempt	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:242	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.connecting	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:242	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.contract_category	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:240	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.contract_title	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:239	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.offline_fallback	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:243	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.retry	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:243	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.skip	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	-	-	-	-	-	-	none discovered	unreferenced_candidate	no bounded exact reference found; deletion still requires successor diff review and dynamic-grammar guard
screen.vision_slide.slide_body	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:235	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.slide_footnote	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:236	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.slide_heading	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:234	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.small_print	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:244	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
screen.vision_slide.timer_frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	pb:string,rta:string	corporate	orphan	client/src/game-ui/GameUIApp.svelte:213;client/src/game-ui/GameUIApp.svelte:241	-	-	-	-	-	Vision/Desk satire	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
settings.account_note	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:325	-	-	-	-	-	Settings	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
settings.save_status.offline	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:325	-	-	-	-	-	Settings	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
settings.save_status.saved_frame	copy/catalog/game-ui-candidate.json	game-ui-candidate	ago:string	diegetic	orphan	client/src/game-ui/GameUIApp.svelte:325	-	-	-	-	-	Settings	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
settings.save_status.saving	copy/catalog/game-ui-candidate.json	game-ui-candidate	-	corporate	orphan	client/src/game-ui/GameUIApp.svelte:325	-	-	-	-	-	Settings	mounted_player_copy	static bounded path at 190a4fa; not a browser interaction-frequency claim
soul.recovery.defrag.description	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:18	balance/testdata/first-content/soul-v1.json:18;client/test/soul-catalog.test.ts:16;client/test/soul-catalog.test.ts:6;server/production/soul_recovery_integration_test.go:49;server/soul/catalog_test.go:25;server/soul/catalog_test.go:39	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.defrag.disclosure	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:18	balance/testdata/first-content/soul-v1.json:18;client/test/soul-catalog.test.ts:16;client/test/soul-catalog.test.ts:6;server/production/soul_recovery_integration_test.go:50;server/soul/catalog_test.go:26;server/soul/catalog_test.go:39	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
soul.recovery.defrag.reason	copy/catalog/phase0.json	phase0	-	diegetic	orphan	-	-	-	-	unregistered-current:soul@balance/soul/first-content.json:18	balance/testdata/first-content/soul-v1.json:18;client/test/soul-catalog.test.ts:15;client/test/soul-catalog.test.ts:6;server/production/soul_recovery_integration_test.go:48;server/soul/catalog_test.go:24;server/soul/catalog_test.go:39	deploy-current soul	shipped_backend_or_data_only	current data/producer presence does not prove a mounted reader or visible rendering
