unit_id	artifact	family	json_pointer	unit_kind	authored_identity	payload_sha256
balance/catalogs/phase0.json#/generator_classes/7/ladder/2	balance/catalogs/phase0.json	economy	/generator_classes/7/ladder/2	object_record	object:/generator_classes/7/ladder/2	825947c2df262ca2a65fab29268b300095f786afed097be4dcd5f98a8772053a
balance/catalogs/phase0.json#/generator_classes/7/roles/0	balance/catalogs/phase0.json	economy	/generator_classes/7/roles/0	object_record	generator_id:generator.beige_tower	628b547537e2509803cd7eca1532b77646b6daae2d856c57c67b3f66f4a85faa
balance/catalogs/phase0.json#/generator_classes/8	balance/catalogs/phase0.json	economy	/generator_classes/8	object_record	generator.legal_dept	30be26c39c51af119f59b5d6c7b059b66c4da5736b73b85ee487123a41b4c5d4
balance/catalogs/phase0.json#/generator_classes/8/price	balance/catalogs/phase0.json	economy	/generator_classes/8/price	nested_object	resource_id:company.cash	1452b928064b5e12eab83a69a80c44cddc6936ecf59e6a58d735597d1a40a7b3
balance/catalogs/phase0.json#/generator_classes/8/price/curve	balance/catalogs/phase0.json	economy	/generator_classes/8/price/curve	nested_object	object:/generator_classes/8/price/curve	037332fd999282c86609fc3e2030575fa348654faa59560cc6a41ecfd1c2716d
balance/catalogs/phase0.json#/generator_classes/8/production	balance/catalogs/phase0.json	economy	/generator_classes/8/production	nested_object	resource_id:company.permits	6493eba681a87b496d87e0081bc081a18a561bb08ed8acb8384b69037ad06c3a
balance/catalogs/phase0.json#/generator_classes/8/ladder	balance/catalogs/phase0.json	economy	/generator_classes/8/ladder	empty_collection	<empty>	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
balance/catalogs/phase0.json#/generator_classes/8/roles/0	balance/catalogs/phase0.json	economy	/generator_classes/8/roles/0	object_record	pool_id:pool.institutional_knowledge	66c0f85c6bd78a5d51fce43ea3f64d0eedd66212d008426e51583f503dede30b
balance/catalogs/phase0.json#/upgrades/0	balance/catalogs/phase0.json	economy	/upgrades/0	object_record	upgrade.reply_all_macro	21cc6c08ed3ec9eab4ee20bc2350027a4c5e10e1b2fbbc9f13d4dd0298dfbe2a
balance/catalogs/phase0.json#/upgrades/0/cost	balance/catalogs/phase0.json	economy	/upgrades/0/cost	nested_object	object:/upgrades/0/cost	3e0f2469a586cc16fa521c373d7e89d8bc6411c05e96af6b6eee707ced328e14
balance/catalogs/phase0.json#/upgrades/0/window	balance/catalogs/phase0.json	economy	/upgrades/0/window	nested_object	object:/upgrades/0/window	f3320194a78490754bb9297b6859fc2735fad0ac025ac33bdfd3d41beb85965d
balance/catalogs/phase0.json#/upgrades/0/requires/0	balance/catalogs/phase0.json	economy	/upgrades/0/requires/0	object_record	resource_id:company.cash	47c47c88766ecdbf40bd3fc5fdebeb153abccf66e1a37cc3f9d2e3216060932f
balance/catalogs/phase0.json#/upgrades/0/effects/0	balance/catalogs/phase0.json	economy	/upgrades/0/effects/0	object_record	source_id:upgrade.reply_all_macro.factor	9b9b8f45e5cd2b6b34b804fa7106297e7cfca63c8570f74322fed92fec21f758
balance/catalogs/phase0.json#/upgrades/0/roles/0	balance/catalogs/phase0.json	economy	/upgrades/0/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/upgrades/1	balance/catalogs/phase0.json	economy	/upgrades/1	object_record	upgrade.beige_tower_cache	7999b221ff61e8a6491b3eeb11f0a94d2d30f1fedd0daedee6194eb32703c1f7
balance/catalogs/phase0.json#/upgrades/1/cost	balance/catalogs/phase0.json	economy	/upgrades/1/cost	nested_object	object:/upgrades/1/cost	acd60e87e554dfcea24922e9a9557f8c940fc8cfa1f198cca4407d0b675eaee9
balance/catalogs/phase0.json#/upgrades/1/window	balance/catalogs/phase0.json	economy	/upgrades/1/window	nested_object	object:/upgrades/1/window	f3320194a78490754bb9297b6859fc2735fad0ac025ac33bdfd3d41beb85965d
balance/catalogs/phase0.json#/upgrades/1/requires/0	balance/catalogs/phase0.json	economy	/upgrades/1/requires/0	object_record	resource_id:company.cash	11d9b05a4f3f98970e449da9cbec4248705cf61e130567b5108b7b9fd1afb98e
balance/catalogs/phase0.json#/upgrades/1/effects/0	balance/catalogs/phase0.json	economy	/upgrades/1/effects/0	object_record	source_id:upgrade.beige_tower_cache.factor	a6615ccb653aea7ed87563e8a6adc60d49b85f4e3d34236a52308b5beaa47a57
balance/catalogs/phase0.json#/upgrades/1/roles/0	balance/catalogs/phase0.json	economy	/upgrades/1/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/upgrades/2	balance/catalogs/phase0.json	economy	/upgrades/2	object_record	upgrade.continuous_feed_paper	68d4de6740e8288ffc48d951d6d2cbd9c7516a17302fc16c531efc98df8160d1
balance/catalogs/phase0.json#/upgrades/2/cost	balance/catalogs/phase0.json	economy	/upgrades/2/cost	nested_object	object:/upgrades/2/cost	95f7dc874c41b933725e344695f8b1c088fe269d0c0e338239223f25e2cc9e1a
balance/catalogs/phase0.json#/upgrades/2/window	balance/catalogs/phase0.json	economy	/upgrades/2/window	nested_object	object:/upgrades/2/window	f3320194a78490754bb9297b6859fc2735fad0ac025ac33bdfd3d41beb85965d
balance/catalogs/phase0.json#/upgrades/2/requires/0	balance/catalogs/phase0.json	economy	/upgrades/2/requires/0	object_record	resource_id:company.cash	e096295cc97f5fca2adef224c9000bacc2421d0bc0d9a8128f7ea0651e147d66
balance/catalogs/phase0.json#/upgrades/2/effects/0	balance/catalogs/phase0.json	economy	/upgrades/2/effects/0	object_record	source_id:upgrade.continuous_feed_paper.factor	67cae2571a296aac04a2c083c0ccfd2df42b1065fc419addd23b390221dcd42b
balance/catalogs/phase0.json#/upgrades/2/roles/0	balance/catalogs/phase0.json	economy	/upgrades/2/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/upgrades/3	balance/catalogs/phase0.json	economy	/upgrades/3	object_record	upgrade.hold_music_license	1dab7ce61ef5dea50989228ce7f5b7a5845203457d65b1284a81e606588d5427
balance/catalogs/phase0.json#/upgrades/3/cost	balance/catalogs/phase0.json	economy	/upgrades/3/cost	nested_object	object:/upgrades/3/cost	03cd69e68365850a4bba911f6e8a13cc033e53836a471f1869eea050f8278ce6
balance/catalogs/phase0.json#/upgrades/3/window	balance/catalogs/phase0.json	economy	/upgrades/3/window	nested_object	object:/upgrades/3/window	f3320194a78490754bb9297b6859fc2735fad0ac025ac33bdfd3d41beb85965d
balance/catalogs/phase0.json#/upgrades/3/requires/0	balance/catalogs/phase0.json	economy	/upgrades/3/requires/0	object_record	resource_id:company.cash	b0701d237b22e74a128e4691db299da76c3aa75f273847a335b8f663f2e80e0f
balance/catalogs/phase0.json#/upgrades/3/effects/0	balance/catalogs/phase0.json	economy	/upgrades/3/effects/0	object_record	source_id:upgrade.hold_music_license.factor	83bb180399939910dcc1016650544809f3cb04451cd266651fea12e5be9f7ecc
balance/catalogs/phase0.json#/upgrades/3/roles/0	balance/catalogs/phase0.json	economy	/upgrades/3/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/upgrades/4	balance/catalogs/phase0.json	economy	/upgrades/4	object_record	upgrade.nephew_business_cards	213a3060e7a15a44e2c6800b59e5ba5537f4bec934c5ab18e56469889f94d114
balance/catalogs/phase0.json#/upgrades/4/cost	balance/catalogs/phase0.json	economy	/upgrades/4/cost	nested_object	object:/upgrades/4/cost	03cd69e68365850a4bba911f6e8a13cc033e53836a471f1869eea050f8278ce6
balance/catalogs/phase0.json#/upgrades/4/window	balance/catalogs/phase0.json	economy	/upgrades/4/window	nested_object	object:/upgrades/4/window	f3320194a78490754bb9297b6859fc2735fad0ac025ac33bdfd3d41beb85965d
balance/catalogs/phase0.json#/upgrades/4/requires/0	balance/catalogs/phase0.json	economy	/upgrades/4/requires/0	object_record	resource_id:company.cash	b0701d237b22e74a128e4691db299da76c3aa75f273847a335b8f663f2e80e0f
balance/catalogs/phase0.json#/upgrades/4/effects/0	balance/catalogs/phase0.json	economy	/upgrades/4/effects/0	object_record	source_id:upgrade.nephew_business_cards.factor	e711401e0c193c5037f47a06c8f7cda4d8e48b3ba1ab62280209d096c70d2904
balance/catalogs/phase0.json#/upgrades/4/roles/0	balance/catalogs/phase0.json	economy	/upgrades/4/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/upgrades/5	balance/catalogs/phase0.json	economy	/upgrades/5	object_record	upgrade.rack_rail_standardization	447e61233917373bfe69fd09fc6aaa69f9a1f9b674713e856fe20c8409a9cc93
balance/catalogs/phase0.json#/upgrades/5/cost	balance/catalogs/phase0.json	economy	/upgrades/5/cost	nested_object	object:/upgrades/5/cost	3094e4eb23729235931e98fea507827a4dbaa04d595ec668b5cc423c1f936e34
balance/catalogs/phase0.json#/upgrades/5/window	balance/catalogs/phase0.json	economy	/upgrades/5/window	nested_object	object:/upgrades/5/window	8e411682a4901cedc02189dcd350567b83420f98d95691f9e0955530f76f4687
balance/catalogs/phase0.json#/upgrades/5/requires/0	balance/catalogs/phase0.json	economy	/upgrades/5/requires/0	object_record	resource_id:company.cash	1ff45815287ec8d35075f62abee987c9262523a0753b2d5baedf9615e2f4edae
balance/catalogs/phase0.json#/upgrades/5/effects/0	balance/catalogs/phase0.json	economy	/upgrades/5/effects/0	object_record	source_id:upgrade.rack_rail_standardization.factor	9c212fd44ead677119e1140e12624c77dad747100d2194aa3e373212bc829c8c
balance/catalogs/phase0.json#/upgrades/5/roles/0	balance/catalogs/phase0.json	economy	/upgrades/5/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/upgrades/6	balance/catalogs/phase0.json	economy	/upgrades/6	object_record	upgrade.crt_degauss_button	b9b3be13a8110b0a19063a65fd223f2f7da205e663465814bd6a27b85b1ce959
balance/catalogs/phase0.json#/upgrades/6/cost	balance/catalogs/phase0.json	economy	/upgrades/6/cost	nested_object	object:/upgrades/6/cost	e830f38d92cd318e6911f32f4de67752bb1c6bfb3013a81586207be0a5e2f88f
balance/catalogs/phase0.json#/upgrades/6/window	balance/catalogs/phase0.json	economy	/upgrades/6/window	nested_object	object:/upgrades/6/window	8e411682a4901cedc02189dcd350567b83420f98d95691f9e0955530f76f4687
balance/catalogs/phase0.json#/upgrades/6/requires/0	balance/catalogs/phase0.json	economy	/upgrades/6/requires/0	object_record	resource_id:company.cash	3d9e69c7cea15e50ff3e9febf943ba30027ad9edde94cd2f2ae1900273c2dc8a
balance/catalogs/phase0.json#/upgrades/6/effects/0	balance/catalogs/phase0.json	economy	/upgrades/6/effects/0	object_record	source_id:upgrade.crt_degauss_button.factor	3e0bb3a703f60a1002febab83463f9c181f5da5c1341fc6dd6b3795a0f0382f0
balance/catalogs/phase0.json#/upgrades/6/roles/0	balance/catalogs/phase0.json	economy	/upgrades/6/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/upgrades/7	balance/catalogs/phase0.json	economy	/upgrades/7	object_record	upgrade.employee_handbook_v0	cd152c89eda3559145feb5fa81ce7242f644a13e34b3e967d9594ca464418e8e
balance/catalogs/phase0.json#/upgrades/7/cost	balance/catalogs/phase0.json	economy	/upgrades/7/cost	nested_object	object:/upgrades/7/cost	5a963fb5661bf1bbc0bc09176e3736b7566105b415e3e4e56776de248c5ca128
balance/catalogs/phase0.json#/upgrades/7/window	balance/catalogs/phase0.json	economy	/upgrades/7/window	nested_object	object:/upgrades/7/window	8e411682a4901cedc02189dcd350567b83420f98d95691f9e0955530f76f4687
balance/catalogs/phase0.json#/upgrades/7/requires/0	balance/catalogs/phase0.json	economy	/upgrades/7/requires/0	object_record	resource_id:company.cash	9257036a8148e5dc481b4c6e1457a0b453a5ea0bd20cc51f5832a8a41f25fcfc
balance/catalogs/phase0.json#/upgrades/7/effects/0	balance/catalogs/phase0.json	economy	/upgrades/7/effects/0	object_record	source_id:upgrade.employee_handbook_v0.factor	e13ddf509d2ec68000d6242aec7d326cd995ab72013876beb5d347ae66eb5b20
balance/catalogs/phase0.json#/upgrades/7/roles/0	balance/catalogs/phase0.json	economy	/upgrades/7/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/upgrades/8	balance/catalogs/phase0.json	economy	/upgrades/8	object_record	upgrade.refurbished_sticker	d6acaba15d802561ed58c032d3a466ed09603cf5209ed2f7ec73124e480c9e15
balance/catalogs/phase0.json#/upgrades/8/cost	balance/catalogs/phase0.json	economy	/upgrades/8/cost	nested_object	object:/upgrades/8/cost	4c2f086310eb4cd7bfdcc50e1562d4fdb8e7933081e319b88d767005389e4823
balance/catalogs/phase0.json#/upgrades/8/window	balance/catalogs/phase0.json	economy	/upgrades/8/window	nested_object	object:/upgrades/8/window	8e411682a4901cedc02189dcd350567b83420f98d95691f9e0955530f76f4687
balance/catalogs/phase0.json#/upgrades/8/requires/0	balance/catalogs/phase0.json	economy	/upgrades/8/requires/0	object_record	resource_id:company.cash	b52a1508594a2e28a648fa06110d70c4088e2513e1ae923c74cd4a212fa06d72
balance/catalogs/phase0.json#/upgrades/8/effects/0	balance/catalogs/phase0.json	economy	/upgrades/8/effects/0	object_record	source_id:upgrade.refurbished_sticker.factor	5d122a386df21131c73ff8ca398756883f81d6d2e1203544e21bda73cc79d649
balance/catalogs/phase0.json#/upgrades/8/roles/0	balance/catalogs/phase0.json	economy	/upgrades/8/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/upgrades/9	balance/catalogs/phase0.json	economy	/upgrades/9	object_record	upgrade.institutional_memory	96778589895837467f2859a316423afae256fbc0742fcd1f6fc10db7b3fd7050
balance/catalogs/phase0.json#/upgrades/9/cost	balance/catalogs/phase0.json	economy	/upgrades/9/cost	nested_object	object:/upgrades/9/cost	28c57d2370b67417759a07df243303fe7ac1eae3252ca48c29143ad662b6d023
balance/catalogs/phase0.json#/upgrades/9/window	balance/catalogs/phase0.json	economy	/upgrades/9/window	nested_object	object:/upgrades/9/window	8e411682a4901cedc02189dcd350567b83420f98d95691f9e0955530f76f4687
balance/catalogs/phase0.json#/upgrades/9/requires/0	balance/catalogs/phase0.json	economy	/upgrades/9/requires/0	object_record	resource_id:company.cash	c15e8785d051fb604eb7f543fbc81bcccffd536145ab2ada6244d411b56ca2ca
balance/catalogs/phase0.json#/upgrades/9/effects/0	balance/catalogs/phase0.json	economy	/upgrades/9/effects/0	object_record	source_id:upgrade.institutional_memory.factor	3c35a46a4268e2719f4d18d654ee1ad73fdb6f3954c89c16fc281b2d3f471a42
balance/catalogs/phase0.json#/upgrades/9/roles/0	balance/catalogs/phase0.json	economy	/upgrades/9/roles/0	primitive_edge	"synergy_feed"	13d083a2c5d1b00bbab4ef250ee71b790964a32eb4b7e636d620515a8f9b73c0
balance/catalogs/phase0.json#/synergy_pools/0	balance/catalogs/phase0.json	economy	/synergy_pools/0	object_record	pool.operational_excellence	34134d241574ac30a9beb1281100ff1bac0ecf5a09412c5932041e6d84541247
balance/catalogs/phase0.json#/synergy_pools/0/sources/0	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/0	object_record	object:/synergy_pools/0/sources/0	b7e1649a047ce6c184a19e7bc7683d5fc35a3d8e76c663f362c8700b597d22da
balance/catalogs/phase0.json#/synergy_pools/0/sources/1	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/1	object_record	object:/synergy_pools/0/sources/1	0c53181b5b1fdc02f9cdca7ce3dd3da9e5934d43904e2f1d89a6b4b4c610f31d
balance/catalogs/phase0.json#/synergy_pools/0/sources/2	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/2	object_record	object:/synergy_pools/0/sources/2	ca0f109475c31f35af0376143a435a8ed773336fb4d7fda898f8ac1f4ed195a4
balance/catalogs/phase0.json#/synergy_pools/0/sources/3	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/3	object_record	object:/synergy_pools/0/sources/3	73a82755e49b3e5cb3d0110eafd0dc5114c793fe061baae07f3eae6672b53ebb
balance/catalogs/phase0.json#/synergy_pools/0/sources/4	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/4	object_record	object:/synergy_pools/0/sources/4	3017d512775ca7c2b3a7ef7a054c3751ac4569e98985ac93cb2576f91f2c473b
balance/catalogs/phase0.json#/synergy_pools/0/sources/5	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/5	object_record	object:/synergy_pools/0/sources/5	611f04a9dc5e45415b2c763b84bf313a620d7fc95b7959ffb0db887099c6e204
balance/catalogs/phase0.json#/synergy_pools/0/sources/6	balance/catalogs/phase0.json	economy	/synergy_pools/0/sources/6	object_record	object:/synergy_pools/0/sources/6	4df08766855fe9ea7828af5231bab6cba35bcdb2ca784a37653d5d2885521e6c
balance/catalogs/phase0.json#/synergy_pools/1	balance/catalogs/phase0.json	economy	/synergy_pools/1	object_record	pool.institutional_knowledge	76f39fbb6a664a352ab7f64679517d771e129140b0d528513aa1294ce43e9a56
balance/catalogs/phase0.json#/synergy_pools/1/sources/0	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/0	object_record	object:/synergy_pools/1/sources/0	f04285d9ae90231381300f5c4f048ed7de7e496ce3680eeaa3849e8df9663dbe
balance/catalogs/phase0.json#/synergy_pools/1/sources/1	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/1	object_record	object:/synergy_pools/1/sources/1	ebdc0c2ff3d40ddf6278600c684bff921ad11863fdab3d6eef47de8bc4a69a2e
balance/catalogs/phase0.json#/synergy_pools/1/sources/2	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/2	object_record	object:/synergy_pools/1/sources/2	62d95d6a047f07ddc4fbd6fd7cb78c779fbd937fe42d6dce05d1950dca1834ba
balance/catalogs/phase0.json#/synergy_pools/1/sources/3	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/3	object_record	object:/synergy_pools/1/sources/3	49f3748679ac00b976b206489a5966ada99b75b749c382152a42e98e4a4816f3
balance/catalogs/phase0.json#/synergy_pools/1/sources/4	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/4	object_record	object:/synergy_pools/1/sources/4	886079673a312981d5a394e76237c641af1067c0aef6e0b90961a4a28d3c0cbb
balance/catalogs/phase0.json#/synergy_pools/1/sources/5	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/5	object_record	object:/synergy_pools/1/sources/5	2fbbe69746b27923992399204daed4d47f37e8f12a667ba71f957cddb2c5f647
balance/catalogs/phase0.json#/synergy_pools/1/sources/6	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/6	object_record	object:/synergy_pools/1/sources/6	500d15b65f2f9fb26ad9a327241f37b64beaa48698c7de59a18499d342c259db
balance/catalogs/phase0.json#/synergy_pools/1/sources/7	balance/catalogs/phase0.json	economy	/synergy_pools/1/sources/7	object_record	object:/synergy_pools/1/sources/7	ae75ee3862b24872702ff26ae853b84f04d12f76165c739d6ad6c962b7d85cf1
balance/catalogs/phase0.json#/provision_tick_ms	balance/catalogs/phase0.json	economy	/provision_tick_ms	root_policy_field	60000	d55d01d0341ed0ba2cd99b322e8c5b609254f47d10c7cd12b99b4922effeba44
balance/catalogs/phase0.json#/manual_actions/0	balance/catalogs/phase0.json	economy	/manual_actions/0	object_record	manual.click	81db23afc2b5170452c399931a16bec48cd5a46ad88866957630f3bd0b9d3a48
balance/catalogs/phase0.json#/manual_actions/0/output	balance/catalogs/phase0.json	economy	/manual_actions/0/output	nested_object	resource_id:company.cash	42f3d8ad994805ef8a92f7d792006813c0eaa46b10e0b9610b952e85c72d4fae
balance/catalogs/phase0.json#/multiplier_sources/0	balance/catalogs/phase0.json	economy	/multiplier_sources/0	object_record	active.building.generator.beige_tower	c23fa1dfde4bc63d8e1051c5006d85b84be67de989e9c706815ff91233f8f1a8
balance/catalogs/phase0.json#/multiplier_sources/1	balance/catalogs/phase0.json	economy	/multiplier_sources/1	object_record	active.click	10b13ab7181b6815ba99c41fd47782928f7b2ce08f3280e476d18f7cdd3a2e9a
balance/catalogs/phase0.json#/multiplier_sources/2	balance/catalogs/phase0.json	economy	/multiplier_sources/2	object_record	active.production	3fd55e6727abe12c0c31afc3eb69a8bdb00a43df2d7ddd7aeb350f2a4fb4e763
balance/catalogs/phase0.json#/multiplier_sources/3	balance/catalogs/phase0.json	economy	/multiplier_sources/3	object_record	commons.member	270433ab3a16cd5e77ea3cc22b026d429394a218a940a2216d9f2da9f80935c0
balance/catalogs/phase0.json#/multiplier_sources/4	balance/catalogs/phase0.json	economy	/multiplier_sources/4	object_record	fiscal.generator.beige_tower	9f8981dcea46c04f7e7f588942ac6c378687629ec5fa13fab1dffdeb9e3f89b4
balance/catalogs/phase0.json#/multiplier_sources/5	balance/catalogs/phase0.json	economy	/multiplier_sources/5	object_record	fiscal.hoard	b8c73b00aa3fbcfeae9ecade63bbb5f885dbd09a0e9dd82beac457e03db19a0e
balance/catalogs/phase0.json#/multiplier_sources/6	balance/catalogs/phase0.json	economy	/multiplier_sources/6	object_record	guild.stock_consumption	bdf9558e76a7c089769f5b1b9b1d6e4cd0d742c52d0d2c4699e39b399ac8e24a
balance/catalogs/phase0.json#/multiplier_sources/7	balance/catalogs/phase0.json	economy	/multiplier_sources/7	object_record	pool.institutional_knowledge	b82af715d01f1dd9e534c3dad1818d2fba9bb5f7ba7b2b198feb8491d9475a7f
balance/catalogs/phase0.json#/multiplier_sources/8	balance/catalogs/phase0.json	economy	/multiplier_sources/8	object_record	pool.operational_excellence	92692835be7ec6430b9c3bf86ed17fcfb135d757af4e4b846f2886350e8961dc
balance/catalogs/phase0.json#/progress_coordinates/0	balance/catalogs/phase0.json	economy	/progress_coordinates/0	object_record	object:/progress_coordinates/0	9c0125281f2f24d7122cca885c8422ee32248caa54fcf5b33fa60773be5ccd0f
balance/catalogs/phase0.json#/progress_coordinates/1	balance/catalogs/phase0.json	economy	/progress_coordinates/1	object_record	object:/progress_coordinates/1	d1ca9f6420095cb5bfbd6e47ec51612af2dcc5be4aa1af7907a0f651271b9323
balance/catalogs/phase0.json#/progress_coordinates/1/terms/0	balance/catalogs/phase0.json	economy	/progress_coordinates/1/terms/0	object_record	object:/progress_coordinates/1/terms/0	a2e1791f55369d5f166aaba95667292da6c7ccfc736ae38cae0f2288c248a6ac
balance/catalogs/phase0.json#/progress_coordinates/1/terms/1	balance/catalogs/phase0.json	economy	/progress_coordinates/1/terms/1	object_record	object:/progress_coordinates/1/terms/1	28a3a339c857b031cdfa5334fde2bb28a5a2cddaea33fe70e95435b19ad8f342
balance/catalogs/phase0.json#/progress_coordinates/2	balance/catalogs/phase0.json	economy	/progress_coordinates/2	object_record	object:/progress_coordinates/2	53d513dcc7552103fe523e83bb101be0d76b18e0abf75ba1c57413e83afbca8d
balance/catalogs/phase0.json#/progress_coordinates/3	balance/catalogs/phase0.json	economy	/progress_coordinates/3	object_record	object:/progress_coordinates/3	30575ff4a56b3362399d666bbc63e58a55d926179ea76c4ebd3a4f0afff52dfd
balance/catalogs/phase0.json#/manual_policy	balance/catalogs/phase0.json	economy	/manual_policy	singleton_policy	object:/manual_policy	3763d0cf9fbcebd8ff27e7ca4e30f561325b7ba5e9f4ab62293ad0a28f4c7008
balance/catalogs/phase0.json#/offline_policy	balance/catalogs/phase0.json	economy	/offline_policy	singleton_policy	object:/offline_policy	293bc2e511deb0ee87e91f8f80e466c0555debe6e7a557792aa675cfeca6dfb0
balance/categories/phase0.json#/full_gate_set/0	balance/categories/phase0.json	categories	/full_gate_set/0	primitive_edge	"gate.t0_to_t1"	b04da90bd5c85b8695327e7009b9b164f7d670e70f61aa19faac06e5e56a2cac
balance/categories/phase0.json#/full_gate_set/1	balance/categories/phase0.json	categories	/full_gate_set/1	primitive_edge	"gate.t2_to_t3"	0311811947297f91c6769cc33f88d3e38d13a35fc9f88c7a5c77624b60fc207e
balance/categories/phase0.json#/full_gate_set/2	balance/categories/phase0.json	categories	/full_gate_set/2	primitive_edge	"gate.t3_to_t4"	57581cc6cee0f5044782e59e64b47205389b141da7b5a1d8a2636ebb74705004
balance/categories/phase0.json#/full_gate_set/3	balance/categories/phase0.json	categories	/full_gate_set/3	primitive_edge	"gate.t4_to_t5"	ef43209a0255440326c22fb0c48b564e214910a95c4e7a8a44f2e51073fb3f2b
balance/categories/phase0.json#/full_gate_set/4	balance/categories/phase0.json	categories	/full_gate_set/4	primitive_edge	"gate.t7_to_t8"	3a1bd4740f7e21a4d2e41b33e72e32c4c4d30d2f72514554e99892ecc1e153b8
balance/categories/phase0.json#/fact_sets	balance/categories/phase0.json	categories	/fact_sets	singleton_policy	object:/fact_sets	0f77e6e29f65fa7decb4eddd706ade0ef00c8a2234f8ebeca2e5e877ea65c435
balance/categories/phase0.json#/fact_sets/completion_set	balance/categories/phase0.json	categories	/fact_sets/completion_set	empty_collection	<empty>	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
balance/categories/phase0.json#/fact_sets/forbidden_set/0	balance/categories/phase0.json	categories	/fact_sets/forbidden_set/0	primitive_edge	"darkpattern."	6948ce2ea58b6d3c8ec4eed95977e155d7e264a89669462604e94fa6898c6c05
balance/categories/phase0.json#/fact_sets/forbidden_set/1	balance/categories/phase0.json	categories	/fact_sets/forbidden_set/1	primitive_edge	"externality."	53cf41042fea4eefe60454e267a54a11cbf6bb23b13a410181a1d68b2ddd8420
balance/categories/phase0.json#/categories/0	balance/categories/phase0.json	categories	/categories/0	object_record	any_percent	405623356933ffb2fe8a9bc4e8a8ede9d25959685362b1a59f1921f2c45fcd30
balance/categories/phase0.json#/categories/0/predicate	balance/categories/phase0.json	categories	/categories/0/predicate	nested_object	object:/categories/0/predicate	d3c84844643c94acf6e2ef44a730d64af092075762d04a504c4e93270b9d4ed2
balance/categories/phase0.json#/categories/1	balance/categories/phase0.json	categories	/categories/1	object_record	hundred_percent	4e7b70280fb7c11462100a6de5f1900967005e5e84d6b9a3b4cddac2d963eb67
balance/categories/phase0.json#/categories/1/predicate	balance/categories/phase0.json	categories	/categories/1/predicate	nested_object	object:/categories/1/predicate	4eed50f1acbef953879a47e869a3ca8a13fdfc7ac23e459941ebb1845c34dd04
balance/categories/phase0.json#/categories/1/predicate/all/0	balance/categories/phase0.json	categories	/categories/1/predicate/all/0	object_record	object:/categories/1/predicate/all/0	9a2d7eff3fbb0ea36034e10f5ae7cac2da5ede5a9cd5aaa7fa4f9c8a943e529c
balance/categories/phase0.json#/categories/1/predicate/all/1	balance/categories/phase0.json	categories	/categories/1/predicate/all/1	object_record	object:/categories/1/predicate/all/1	159b4390a6e8f377c065e13a77ec866d821d41457b43aea0ce1a4e1d52b14857
balance/categories/phase0.json#/categories/2	balance/categories/phase0.json	categories	/categories/2	object_record	ethical_percent	fd0b84f05e0830aec89dfe1b72c4357e5139ca5aeeb6c8ffd1888279f870b079
balance/categories/phase0.json#/categories/2/predicate	balance/categories/phase0.json	categories	/categories/2/predicate	nested_object	object:/categories/2/predicate	2d3126af71fd1ea49d47df4d34d7f3c752359c0498d52f2365988a1ca0bfe241
